contract_ticker,etf,mode,bar,K_chosen,k_lag,direction,beta,z_stat,p_value,p_fdr,pseudo_r2,n_obs,n_up,n_total,contract_title
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-8,etf_leads_kalshi,-0.01913370407010476,-0.27803987945646635,0.7809817458244013,0.8659693158959862,0.00016803728746084268,446,232,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-7,etf_leads_kalshi,-0.0459723819209109,-1.8608611289209154,0.06276379029721095,0.30212185313725365,0.0009448424457894067,447,233,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-6,etf_leads_kalshi,-0.04245497189609058,-0.6634939533325952,0.5070142508257738,0.8619242264038154,0.0008332386312769335,448,233,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-5,etf_leads_kalshi,-0.06788020892002371,-1.7014454731252389,0.08885936856978048,0.30212185313725365,0.002090821889840111,449,233,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-4,etf_leads_kalshi,0.08678653545839655,1.951212162527187,0.05103181275640162,0.30212185313725365,0.0032435885622522642,450,234,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-3,etf_leads_kalshi,-0.05792646086505763,-1.710836114775879,0.08711137064758347,0.30212185313725365,0.0015560377354681965,451,234,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-2,etf_leads_kalshi,-0.011308544779584876,-0.12350704690778705,0.9017055943907499,0.9017055943907499,5.7792180057747444e-05,452,234,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,-1,etf_leads_kalshi,-0.054114107347517794,-1.6102074729958094,0.1073525705278476,0.30416561649556817,0.0013023650474591753,453,234,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,0,contemp,0.01578296776769192,0.4431069450843951,0.6576883819714532,0.8659693158959862,0.00011434361316420283,454,234,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,1,kalshi_leads_etf,0.01105094425763967,0.26405507556955604,0.7917374800966192,0.8659693158959862,5.071273988810354e-05,453,234,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,2,kalshi_leads_etf,-0.058965064713101895,-1.0795346706315192,0.28034944667110584,0.6808486562012571,0.001405114528989948,452,233,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,3,kalshi_leads_etf,-0.04787630837926689,-0.8223510247863022,0.41087714438601064,0.8619242264038154,0.000828187267866376,451,233,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,4,kalshi_leads_etf,0.014883024866892847,0.2638026394700302,0.7919320005992471,0.8659693158959862,7.999314321560647e-05,450,233,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,5,kalshi_leads_etf,0.22417248572357149,3.084024458978264,0.0020422080502017458,0.03471753685342968,0.015007176009903755,449,232,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,6,kalshi_leads_etf,-0.03407469081341191,-0.4678750087401703,0.6398739762106123,0.8659693158959862,0.0004116697286390414,448,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,7,kalshi_leads_etf,-0.04486684909292214,-0.6743512404906461,0.5000880343908432,0.8619242264038154,0.0007361828710401586,447,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,calendar,2min,8,8,kalshi_leads_etf,0.008243166638828119,0.233942079998995,0.8150299443726929,0.8659693158959862,2.474820743136874e-05,446,230,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-8,etf_leads_kalshi,0.026279505422757043,0.3023091546500662,0.7624164002409358,0.8341121741722224,0.00031558137148002263,452,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-7,etf_leads_kalshi,-0.0495266595905816,-1.277604950275195,0.20138875424637115,0.3804009802431455,0.0011014561766582442,453,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-6,etf_leads_kalshi,0.013359694371997806,0.27274823702283696,0.7850467521620916,0.8341121741722224,8.141809278072731e-05,454,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-5,etf_leads_kalshi,-0.09292573918119577,-4.247556496211601,2.1611467742116225e-05,0.00036739495161597585,0.003858061932582091,455,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-4,etf_leads_kalshi,0.08695566457249576,1.9865682115720518,0.04697026683836706,0.19962363406306,0.0032525480059645284,456,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-3,etf_leads_kalshi,-0.020735222835111748,-1.2923263259043054,0.1962441587604804,0.3804009802431455,0.00019711123254007035,457,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-2,etf_leads_kalshi,-0.019896943227219396,-0.18907407321160805,0.8500347615427088,0.8500347615427088,0.00017819107029604098,458,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,-1,etf_leads_kalshi,-0.08152297504064,-1.4731482219638403,0.14071107310418882,0.3804009802431455,0.0029135101955776177,459,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,0,contemp,0.033061121949704564,0.6994468462877081,0.4842728201622052,0.6860531618964573,0.0005041495753935754,460,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,1,kalshi_leads_etf,0.05636902276540018,0.9477237000004192,0.3432701323754236,0.5835592250382201,0.001286821607291544,459,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,2,kalshi_leads_etf,-0.06915071641975867,-2.2086144052531673,0.027201472523117352,0.1541416776309983,0.001915781956805307,458,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,3,kalshi_leads_etf,-0.06101563762855559,-1.3797622471752577,0.16765986011969414,0.3804009802431455,0.001339380001721402,457,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,4,kalshi_leads_etf,-0.04696935192040931,-0.7860670556354341,0.43182820354504814,0.6673708600241652,0.0007869112328403594,456,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,5,kalshi_leads_etf,0.20062779457247532,2.6562237658811054,0.007902116078849341,0.06716798667021939,0.012433232514366566,455,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,6,kalshi_leads_etf,-0.04541345350044264,-0.5469647672864709,0.584402937838443,0.7373556469403283,0.0007298029219127145,454,226,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,7,kalshi_leads_etf,0.02511942663030125,0.5140256434066712,0.6072340621861527,0.7373556469403283,0.00022755767548754413,453,226,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VDC,event,2min,8,8,kalshi_leads_etf,-0.09819626866607262,-1.7896132062523964,0.07351611397395935,0.2499547875114618,0.0033051988629541063,452,225,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
KXECDJT281,VNQ,calendar,5min,6,-6,etf_leads_kalshi,-0.2194856993244889,-1.568939393303017,0.11666206168299699,0.25276780031316015,0.021467546947693594,90,48,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,-5,etf_leads_kalshi,0.1712044858897618,2.2933567810849342,0.021827472689105506,0.13976547986507065,0.0138471304608494,91,49,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,-4,etf_leads_kalshi,-0.25325601753579563,-1.3653222524750768,0.17215178798836928,0.27974665548110006,0.028896199100148512,92,49,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,-3,etf_leads_kalshi,0.07799135691025239,1.4864431031221532,0.13716195591252806,0.254729346694695,0.0028409864205386492,93,49,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,-2,etf_leads_kalshi,0.1762240359323908,2.344889567626377,0.019032715905510273,0.13976547986507065,0.013996961029151045,94,50,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,-1,etf_leads_kalshi,-0.04441729273244349,-0.8535624214015097,0.3933474874693116,0.46486521246373186,0.000899325321200406,95,50,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,0,contemp,-0.3760157122443438,-2.023663728478308,0.04300476303540635,0.13976547986507065,0.052847442953638746,96,51,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,1,kalshi_leads_etf,0.12970843595134887,0.8719124423941724,0.3832561453499044,0.46486521246373186,0.0077415509909291025,95,50,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,2,kalshi_leads_etf,-0.18910204697464836,-2.1123361158868947,0.03465763021517217,0.13976547986507065,0.015732393642918563,94,50,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,3,kalshi_leads_etf,-0.007652088634823943,-0.06948430290118149,0.9446041269229669,0.9446041269229669,2.7401875286936495e-05,93,50,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,4,kalshi_leads_etf,0.17872672572879555,1.1527391320258493,0.24901747443351496,0.3596919075150772,0.01470789308062459,92,50,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,5,kalshi_leads_etf,-0.15865155837526868,-1.7030590275981699,0.08855702250749636,0.23024825851949055,0.011604888050658735,91,49,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,calendar,5min,6,6,kalshi_leads_etf,0.05668626635257086,0.30463544230991707,0.7606438232008004,0.8240308084675337,0.0015422084975913464,90,48,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,-6,etf_leads_kalshi,-0.10630829014338006,-1.0371921795177406,0.2996463020271476,0.7418197125120428,0.005339231927727006,93,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,-5,etf_leads_kalshi,0.04156430904325444,0.7174094130105683,0.4731215131812363,0.7418197125120428,0.0008361412214107355,94,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,-4,etf_leads_kalshi,-0.06903975854577754,-0.48497567175823203,0.6276936028948055,0.7418197125120428,0.002218264188058816,95,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,-3,etf_leads_kalshi,0.15912096463201178,1.9493735518922393,0.05125083064366737,0.22208693278922526,0.011521303111896697,96,53,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,-2,etf_leads_kalshi,0.03409054345128806,0.6194063747152662,0.535648682689619,0.7418197125120428,0.0005330790919209072,97,53,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,-1,etf_leads_kalshi,0.08441812808969092,1.6657024876371722,0.09577268627081958,0.3112612303801636,0.0032307988053830172,98,53,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,0,contemp,-0.08946064059346881,-1.9558878239557453,0.05047836999289204,0.22208693278922526,0.00359365213313545,99,53,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,1,kalshi_leads_etf,0.11077135541786348,0.8842220092345093,0.37657637955041445,0.7418197125120428,0.005564839319186943,98,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,2,kalshi_leads_etf,0.04739338174684091,0.30968143048260666,0.7568032253671595,0.8088909321176063,0.0010278461878695522,97,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,3,kalshi_leads_etf,-0.133143825206397,-0.5500231217608907,0.582303514745903,0.7418197125120428,0.00834173870625643,96,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,4,kalshi_leads_etf,0.11002223573928781,0.5728605312246827,0.5667391302132092,0.7418197125120428,0.005593709455905649,95,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,5,kalshi_leads_etf,0.023251482719751033,0.2418570489877848,0.8088909321176063,0.8088909321176063,0.000253261453435627,94,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
KXECDJT281,VNQ,event,5min,6,6,kalshi_leads_etf,-0.05640461139847465,-2.101365315674718,0.035608910189799836,0.22208693278922526,0.001520825577721041,93,52,105,"Will Trump win 281-257 - AZ, GA, NC, PA?"
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-8,etf_leads_kalshi,0.022024833979579144,0.24137305434833756,0.8092659949453929,0.8366453803549971,0.00022253410671302376,445,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-7,etf_leads_kalshi,-0.04968097157118095,-1.1440751684980084,0.2525924646991864,0.6134388428408812,0.001093359846845221,446,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-6,etf_leads_kalshi,0.09031459983897092,1.3918916689993692,0.16395520500432226,0.5574476970146957,0.00360867263178255,447,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-5,etf_leads_kalshi,-0.022205510942354942,-0.3080636556613201,0.7580338957685776,0.8366453803549971,0.00022742527048325023,448,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-4,etf_leads_kalshi,-0.011962964661852277,-0.20618631100153656,0.8366453803549971,0.8366453803549971,6.575861498581137e-05,449,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-3,etf_leads_kalshi,-0.08638593899338919,-1.5060153668114309,0.13206322890355157,0.5574476970146957,0.003379217732682349,450,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-2,etf_leads_kalshi,0.022924410610445138,0.2372784444507873,0.8124407834940615,0.8366453803549971,0.00024186518699320647,451,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,-1,etf_leads_kalshi,-0.06572405160208913,-1.2233343497010298,0.22120343833302147,0.6134388428408812,0.0019067782723041216,452,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,0,contemp,0.011227071475966114,0.32966336475293434,0.7416543382910757,0.8366453803549971,5.763664278091163e-05,453,230,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,1,kalshi_leads_etf,0.02831812648188843,0.6163294435048451,0.5376771099961553,0.8309555336304217,0.0003292767305711486,452,230,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,2,kalshi_leads_etf,-0.0894336762872143,-1.687236674646505,0.09155785202224419,0.5574476970146957,0.003253168052504085,451,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,3,kalshi_leads_etf,0.03004205529162063,0.6975768071140601,0.4854418901679389,0.8309555336304217,0.00033053678646954854,450,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,4,kalshi_leads_etf,-0.01988291409203704,-0.37008863144236764,0.7113164524920195,0.8366453803549971,0.00014159244979217167,449,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,5,kalshi_leads_etf,0.02289802222769147,0.6849538325728952,0.4933730544072208,0.8309555336304217,0.0001876462993762873,448,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,6,kalshi_leads_etf,-0.06931071035955691,-1.402418271998146,0.16079038017130887,0.5574476970146957,0.0017541736838962985,447,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,7,kalshi_leads_etf,-0.12945009256489012,-1.436694056906945,0.15080494440173403,0.5574476970146957,0.005729169669224321,446,226,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,calendar,2min,8,8,kalshi_leads_etf,0.07139367176602296,1.0494219814018098,0.293983945703851,0.6247158846206834,0.0018765713596597955,445,225,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-8,etf_leads_kalshi,-0.019544564205293307,-0.26243265371709634,0.7929879005815391,0.8063433433354844,0.00017591067472555455,448,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-7,etf_leads_kalshi,0.023384449618607618,0.41045319289323257,0.6814735327542558,0.8063433433354844,0.00025329977825028216,449,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-6,etf_leads_kalshi,0.05860290920845883,0.9917520210825691,0.32131850760912717,0.8063433433354844,0.001548816186908053,450,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-5,etf_leads_kalshi,0.03463026250008373,0.5475799154078823,0.5839803834303154,0.8063433433354844,0.0005407142112014984,451,230,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-4,etf_leads_kalshi,-0.014495505161883403,-0.3117910566925844,0.7551993212129777,0.8063433433354844,9.666314443201873e-05,452,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-3,etf_leads_kalshi,-0.0806707899387567,-1.869605449230219,0.06153862800779602,0.5230783380662661,0.002958964407715481,453,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-2,etf_leads_kalshi,0.028611347667014026,0.3282435287597195,0.7427275381998735,0.8063433433354844,0.0003775273754283992,454,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,-1,etf_leads_kalshi,-0.06558313927681496,-1.5679911625750338,0.11688319480774677,0.61224316039636,0.001907323435548891,455,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,0,contemp,0.025586192858146065,0.8117838007802092,0.4169156988619812,0.8063433433354844,0.0002988358784579148,456,232,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,1,kalshi_leads_etf,0.05053787172857363,1.088211691707041,0.27650166445356195,0.8063433433354844,0.0010363768745180746,455,232,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,2,kalshi_leads_etf,-0.09906442638682306,-2.018869457374098,0.04350078948280361,0.5230783380662661,0.003982456485337238,454,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,3,kalshi_leads_etf,0.02647750973822501,0.5140158937067513,0.6072408786202752,0.8063433433354844,0.00025771568636878683,453,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,4,kalshi_leads_etf,-0.03829295570366142,-0.5551969305412254,0.578759968190664,0.8063433433354844,0.0005217068061291741,452,231,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,5,kalshi_leads_etf,0.00975381686611266,0.24514605572576093,0.8063433433354844,0.8063433433354844,3.430089950995363e-05,451,230,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,6,kalshi_leads_etf,-0.0397552740099335,-0.8803036620080895,0.3786948293381529,0.8063433433354844,0.000576126007899691,450,229,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,7,kalshi_leads_etf,-0.13702230668687007,-1.4608478014927058,0.14405721421090822,0.61224316039636,0.006281366431139523,449,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VOX,event,2min,8,8,kalshi_leads_etf,-0.02728117019463143,-0.5655496032130233,0.5716999953797012,0.8063433433354844,0.00026775668446443746,448,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,calendar,2min,8,-8,etf_leads_kalshi,-0.10265086153881693,-2.318620273924598,0.02041563483442481,0.14657048792205246,0.004564721680117567,438,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,calendar,2min,8,-7,etf_leads_kalshi,-0.06517741083225095,-0.9285924787348313,0.35310032117851686,0.543187918395666,0.0018495807365846995,439,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,calendar,2min,8,-6,etf_leads_kalshi,-0.076673374887392,-1.0469201852641303,0.2951363913027667,0.543187918395666,0.0026009382495786326,440,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,calendar,2min,8,-5,etf_leads_kalshi,0.08927363291806184,1.8551489446635054,0.06357496008173825,0.21615486427791006,0.00353538567698386,441,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,calendar,2min,8,-4,etf_leads_kalshi,0.038789404972265344,0.8715997521891068,0.3834267659263525,0.543187918395666,0.0006795419556865356,442,227,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
FEDDECISION-24SEP-C25,VPU,calendar,2min,8,-3,etf_leads_kalshi,0.0738185515623506,3.5964721472728858,0.00032256210356393665,0.0054835557605869235,0.0023663246499497914,443,228,468,Will the Federal Reserve Cut rates by 25bps at their September 2024 meeting?
